sector,label,delta_p_pct,delta_y_pct,supply_shock,demand_shock,va_share,domar_weight,leontief_multiplier,supply_contribution_gdp_pct,demand_contribution_gdp_pct,total_contribution_gdp_pct,bf_supply_contrib_pp,bf_demand_contrib_pp,bf_total_contrib_pp
UTIL,Utilities,6.2813537894865865,-1.6860916460123099,-0.09653537081511207,0.020661246744558118,0.015764065774062086,0.022278189735191464,1.9332553208566507,-0.02553582646503562,-0.0010438331437990422,-0.02657965960883466,-0.4157723284309791,0.01699560957171282,-0.3987767188592663
FOREST,"Forestry, fishing, and related activities",-2.0,-11.6175760502173,-0.0380878802510865,-0.21362626750362165,0.0021355956598158397,0.0030093719156557533,1.6073230587580896,-0.02481044499042451,-0.0,-0.02481044499042451,-0.018423232881501616,-0.0,-0.018423232881501616
CREDIT,"Federal Reserve banks, credit intermediation",-1.8172093335152826,-0.840763618424056,0.013968275243032546,-0.03218482030888709,0.02791837111251344,0.04188215840920384,2.336280835553762,-0.015455737226902936,-0.0080170134901595,-0.023472750717062438,0.13667745572267972,-0.07089568037052928,0.06578177535215046
FARM,Farms,-3.0,-3.0,0.015,-0.09,0.007579953576755424,0.021758581164777017,1.951565928937978,-0.014073310278431454,-0.008666550451834815,-0.02273986073026627,0.06369495849481568,-0.039224287704994,0.02447067078982168
WAREHOUSE,Warehousing and storage,-2.0,-7.09342155569948,-0.00837368622279792,-0.12133459365284974,0.0031465924888285824,0.0051954203922745315,1.3691168614453808,-0.022320106987258746,-0.0,-0.022320106987258746,-0.005956318283579723,-0.0,-0.005956318283579723
RAILTRANS,Rail transportation,-5.0,-8.41134347710776,-0.006075623180718401,-0.17016204967296802,0.0025389964236160437,0.004479156721640278,1.386297905263594,-0.0030433637224337143,-0.01831300728374903,-0.02135637100618274,-0.003772625150864314,-0.022701233952866023,-0.026473859103730332
PAPER,Paper products,-1.5,-6.07054455445544,-0.0153527227722772,-0.10172206506364914,0.003302719007638557,0.010141570603949048,1.8819121017961975,-0.01099658958561153,-0.009052713301105185,-0.020049302886716715,-0.029301507291098747,-0.024121855483598006,-0.05342336277469675
WOOD,Wood products,-2.0,-11.6642549091413,-0.026657019636565197,-0.1496028323237922,0.0016731484675594488,0.005361193933198474,1.6934140057342513,-0.019100738075954995,-0.00041529215049755007,-0.019516030226452544,-0.024201164114454124,-0.0005261866557024804,-0.0247273507701566
TEXTILE,Textile mills and textile product mills,-3.0,-16.7541322314049,-0.0370165289256196,-0.23942665289256124,0.0010061178752999308,0.003049512398474795,1.5564784110911989,-0.009108916195740557,-0.007747715727414632,-0.016856631923155188,-0.01756989624144627,-0.014944320324579449,-0.03251421656602572
APPAREL,Apparel and leather and allied products,-31.603336877103068,-28.497142857142897,0.20204479734245906,-0.5352421599798222,0.0005562007232605339,0.0017919620789975791,1.2632127236530326,-0.010054659717529502,-0.005795471750472136,-0.015850131468001637,0.045735452287256846,-0.026361759539584896,0.019373692747671954
WATERTRANS,Water transportation,-80.0,-13.8545809501529,0.7076361269989807,-0.9731822618769113,0.0010486978349753785,0.0033356519452000357,1.0971240853805782,-0.008422985830321656,-0.006106283216594812,-0.014529269046916468,0.2589682216984021,-0.18774023103490953,0.07122799066349257
SLGOVE,State and local government enterprises,0.0,-2.0,-0.04,-0.06666666666666667,0.007229500549270391,0.015859427142085224,1.0878422791894187,-0.006078223034225547,-0.008380778064315237,-0.014459001098540784,-0.06901022147553808,-0.09515270287040678,-0.16416292434594487
FEDGOVE,Federal government enterprises,0.0,-3.0,-0.06,-0.1,0.002990244199395298,0.005129110975904955,1.2920350698094578,-0.006514190385713972,-0.0024565422124719224,-0.008970732598185894,-0.03976194754688289,-0.01499448078969626,-0.05475642833657915
INFODATA,Information and data processing services,-0.8937663762405408,-1.06299305033808,0.006280181136560209,-0.02412327876723512,0.005935302634291261,0.012378681766584868,1.5458151064103547,-0.003303654544478837,-0.0030055309074260724,-0.0063091854519049095,0.012017222862546795,-0.010932781938466687,0.0010844409240801083
WASTE,Waste management and remediation services,-1.0,-2.2565203722707103,-0.0012826018613535505,-0.04760867287117851,0.0024981906289270727,0.005153117645878221,1.4701739719054472,-0.0056372180479897175,-0.0,-0.0056372180479897175,-0.0009716965327647924,-0.0,-0.0009716965327647924
INSURE,Insurance carriers and related activities,-4.2738250356764,-0.12189794966044999,0.04212876060846175,-0.045176209349973,0.02712664998729809,0.04935033959181121,3.0001755448607113,-0.0029275478513369163,-0.0003791351632713929,-0.0033066830146083093,0.6237570897644396,-0.08078031789011855,0.5429767718743209
PIPE,Pipeline transportation,-5.0,-1.04712041884818,0.039528795811518205,-0.0709424083769636,0.0014864730453885738,0.0018410288294048334,1.1619618203531825,-0.0012904885621597263,-0.00026602771573408637,-0.001556516277893813,0.008456020594257232,-0.0017431660449015382,0.006712854549355694
FUNDS,"Funds, trusts, and other financial vehicles",0.0,0.234908946360509,0.001174544731802545,0.0033558420908644145,0.0035479418743631723,0.00783670851589214,1.041379137180375,0.0002366400234479018,0.0005968032640070803,0.0008334432874549822,0.0009585441647503496,0.0024174367373822263,0.0033759809021325763
SECURIT,"Securities, commodity contracts, and investments",-5.92280735901628,0.234908946360509,0.060167709375604846,-0.05629171176065644,0.013099547177652797,0.02721108915212323,2.273019601254543,0.0026376389046486254,0.0004395619206535723,0.003077200825302198,0.37214533903020636,-0.06201793569927035,0.310127403330936
FEDGOV,Federal general government,0.0,2.0,0.06666666666666667,0.09999999999999999,0.037449074534556134,0.05610569454844563,1.0,0.030285854502407103,0.044612294566705166,0.07489814906911227,0.37403796365630415,0.5509731222026227,0.925011085858927
